Metabolite,NPC.superclass,NPC.class,NPC.pathway,ClassyFire.superclass,ClassyFire.class,ClassyFire.subclass,ClassyFire.level.5
18384,Phenolic acids (C6-C1),Simple phenolic acids,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters
18312,Polyethers,Macrotetrolides,Polyketides,Phenylpropanoids and polyketides,Macrolides and analogues,NA,NA
18337,Fatty esters,Flavanones,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18373,Macrolides,Lactam bearing macrolide lactones,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18214,Ornithine alkaloids,Polyamines,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18275,Oligopeptides,Polyamines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18133,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18422,Diterpenoids,Eunicellane diterpenoids,Terpenoids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
18336,Macrolides,Triacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18347,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
18786,Meroterpenoids,Prenyl quinone meroterpenoids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,Vitamin E compounds
17777,Ornithine alkaloids,Polyamines,Alkaloids,Organic oxygen compounds,Organooxygen compounds,Ethers,Alkyl aryl ethers
18003,Steroids,Cholestane steroids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids,NA
18335,Linear polyketides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
17810,Ornithine alkaloids,Polyamines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
18328,Macrolides,Erythromycins,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18324,Pseudoalkaloids,Unsaturated fatty acids,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18467,Phenolic acids (C6-C1),Simple phenolic acids,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters
18416,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Diacylglycerols
18376,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,NA
18378,Meroterpenoids,Prenyl quinone meroterpenoids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,Vitamin E compounds
18352,Oligopeptides,Lipopeptides,Amino acids and Peptides,Organic acids and derivatives,Peptidomimetics,Depsipeptides,NA
18320,Phenolic acids (C6-C1),Simple phenolic acids,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,NA
18498,Guanidine alkaloids,Acyclic guanidine alkaloids,Alkaloids,Organic nitrogen compounds,Organonitrogen compounds,Guanidines,NA
18526,Phenolic acids (C6-C1),Simple phenolic acids,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Phthalic acid and derivatives
18356,Oligopeptides,Depsipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
18444,Oligopeptides,Lipopeptides,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18430,Linear polyketides,Lipopeptides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18272,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,NA,NA
18415,Guanidine alkaloids,Acyclic guanidine alkaloids,Alkaloids,Organoheterocyclic compounds,Heteroaromatic compounds,NA,NA
18866,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,NA,NA
18570,Macrolides,Cyclic peptides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18301,Phenolic acids (C6-C1),Simple phenolic acids,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters
18576,Macrolides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18491,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,NA
18438,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18437,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
18654,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Diacylglycerols
18631,Steroids,Cholane steroids,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18645,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
18483,Macrolides,Erythromycins,Polyketides,Phenylpropanoids and polyketides,Macrolides and analogues,NA,NA
18534,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Diacylglycerols
18177,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
18434,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
18830,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
18719,Fatty amides,Primary amides,Fatty acids,Lipids and lipid-like molecules,NA,NA,NA
18677,Sphingolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
18557,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
17927,Macrolides,Tripeptides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18527,Glycerolipids,Simple phenolic acids,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
18593,Macrolides,Erythromycins,Polyketides,Phenylpropanoids and polyketides,Macrolides and analogues,NA,NA
18563,Macrolides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18558,Oligopeptides,Lipopeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
18560,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
18254,Ornithine alkaloids,Polyamines,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18263,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
18471,Sphingolipids,Open-chain polyketides,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
18620,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
18636,Linear polyketides,Macrotetrolides,Polyketides,Phenylpropanoids and polyketides,Macrolides and analogues,NA,NA
18814,Diterpenoids,Open-chain polyketides,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18706,Linear polyketides,Open-chain polyketides,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18648,Fatty amides,Lipopeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18669,Pseudoalkaloids,Open-chain polyketides,Alkaloids,Benzenoids,Benzene and substituted derivatives,Styrenes,NA
19172,Small peptides,Aminoglycosides,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18667,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18717,Lysine alkaloids,Piperidine alkaloids,Alkaloids,Organoheterocyclic compounds,Diazinanes,Piperazines,NA
18831,Diterpenoids,Simple phenolic acids,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters
18692,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Diacylglycerols
18805,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Diacylglycerols
18751,Triterpenoids,Labdane diterpenoids,Terpenoids,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds
18945,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,NA,NA
18327,Oligopeptides,Depsipeptides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18466,Phenolic acids (C6-C1),Simple phenolic acids,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters
18663,Steroids,Cholestane steroids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,NA,NA
18763,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Diacylglycerols
18433,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Peptidomimetics,Depsipeptides,NA
18753,Lysine alkaloids,Piperidine alkaloids,Alkaloids,Organoheterocyclic compounds,Piperidines,N-acylpiperidines,NA
18564,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
18800,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18711,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
18914,Fatty amides,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
19205,Polyprenols,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,NA
18826,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Diacylglycerols
18279,Sphingolipids,Neutral glycosphingolipids,Polyketides,Phenylpropanoids and polyketides,Macrolides and analogues,NA,NA
18813,Lysine alkaloids,Piperidine alkaloids,Alkaloids,Lipids and lipid-like molecules,NA,NA,NA
18791,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides
18869,Nicotinic acid alkaloids,Isoquinoline alkaloids,Polyketides,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,NA
18864,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
18770,Steroids,Cholestane steroids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,NA
18879,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
18888,Fatty esters,Wax monoesters,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters
18911,Macrolides,Open-chain polyketides,Polyketides,Benzenoids,Benzene and substituted derivatives,Phenoxy compounds,NA
18867,Oligopeptides,Lipopeptides,Amino acids and Peptides,Organic acids and derivatives,Peptidomimetics,Depsipeptides,NA
18764,Peptide alkaloids,Cyclic peptides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18832,Sphingolipids,Open-chain polyketides,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
18809,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
18962,Ornithine alkaloids,Polyamines,Alkaloids,Organoheterocyclic compounds,Heteroaromatic compounds,NA,NA
18848,Macrolides,Erythromycins,Polyketides,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA
18941,Fatty amides,Acyclic guanidine alkaloids,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18887,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
18783,Glycerolipids,Triacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,Triacylglycerols
19141,Macrolides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18898,Phenolic acids (C6-C1),Simple phenolic acids,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters
19025,Macrolides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18969,Glycerolipids,"Carotenoids (C40, ÃŽÂ²-ÃŽÂ²)",Terpenoids,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones
19017,Pseudoalkaloids (transamidation),Steroidal alkaloids,Alkaloids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal alkaloids,NA
18966,Glycerolipids,Triacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18580,Glycerolipids,Diacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18790,Steroids,Cholane steroids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,3-hydroxysteroids
18925,Sphingolipids,Open-chain polyketides,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
18932,Fatty amides,Cholane steroids,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
18995,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
